@relation tweet_sentiment
@attribute 'Sentiment' {positive,negative}
@attribute 'tweet' string
@data
negative,'USAirways is holding my luggage hostage from flight 5182'
positive,'USAirways AmericanAir major issues getting out of Boston but your crew has been exceptional Lets see how things roll out in Philly'
negative,'Ive been trying to set up my phone interview for days and hoping the position wont be filled because the link doesnt work USAirways'
negative,'USAirways  had to call to find out I was rebooked tomorrow why ask for my number an email for day of info'
negative,'USAirways   US AIRWAYS DONT CARE FOR CUSTOMERS Worst experience today with US airways Myself wife and toddler'
positive,'USAirways thanks to the whole team for an ontime flight despite inclement weather httptcoeQePkkPSXM'
negative,'USAirways your rude staff said I dont care that we are out of market place food youre going on vacation and I have to work nice huh'
negative,'USAirways why does this flight keep getting delayed Late Flightr and Late Flightr'
positive,'USAirways great thank you'
negative,'USAirways AmericanAir so does that mean AmericanAir that you might care about my sister be assaulted on one of your flights'
negative,'USAirways on top of that a dozen ppl missed connections and you have ONE person at customer service Abysmal'
positive,'USAirways its not often that an airline is so easy to work with I needed to change my flight time and the attendants at MKE made my day'
negative,'USAirways AmericanAir how is it possible that someone is drunk they bring a wheelchair for them but you keep serving them'
negative,'USAirways your service at PHL is abysmal An hour on the runway waiting for a gate no information anywhere missed my connection abysmal'
negative,'USAirways AmericanAir  worst customer service ever how can you let people be assaulted on your flights and do nothing about it'
negative,'USAirways AmericanAir Not providing pilots for your flights is this a new feature of your merger efficencies'
negative,'USAirways so I guess you are ok with people being sexually assaulted on your flights nice customer service'
negative,'USAirways AmericanAir USAIR 703 has returned to PHL due to issues with the fire detectors What happens next'
negative,'USAirways ur specialist said they would talk to the stewardess about not serving drunks drinks REALLY how does that help'
negative,'USAirways what is wrong in Boston Why are only your plains not leaving tonight Son needs to get back to state college PA'
negative,'USAirways over two hours on hold to talk to an agentthen it disconnects me  been trying for two days Wtf Hire some CSRs u make  now'
negative,'USAirways so you dont have a pilot now for clt  ord for at least another hour Why on earth would you board the plane Makes no sense'
negative,'USAirways flight 2120 Please get us a flight plan already How is this an issue in 21st century'
negative,'USAirways thanks for three Cancelled Flightled flight and making us go from raleigh to charlote to lexington to philly istead of raleigh to philly'
negative,'USAirways rant cont To top it all off rescheduled flight to TPA at 1010 is already delayed How can they be that bad'
negative,'USAirways Can you advise on whats happening with departure delays from CLT'
negative,'USAirways AmericanAir delay and mechanical issues on both my weekend flights Ridiculous Will tweet as long as we are delayed'
positive,'USAirways Another great flight FunFlightAttendants Thanks for showing my dad wonderful customer service flt635 LAX PHX SundayFunday'
negative,'USAirways What is happening Have been sitting in Philly for hours Pls take care of Flight 759 to Chicago At least least us know soLate Flight'
negative,'USAirways PHLAirport can you pm me w answer if flt to 4278 is still on time Been on ground over an hr w no gate Need help Pls'
negative,'USAirways PHLAirport how can a plane scheduled to come in on time and actually happen Then you bozos dont have any room us incompetent'
negative,'USAirways PHLAirport this is the reason I avoid PHLAirport and USAirways like the plague Glad to see this merger is working well dumb'
positive,'USAirways AmericanAir Thank you for a couple of easy hassle free flights today professional and friendly staff made everything easy'
negative,'USAirways hire smarter IT people if your systems keep crashing instead of some of the mooks you man some of these airports with goDelta'
negative,'USAirways flight 614 keeps telling a few more mins to take off its been an hour First time with you not the best lies brokenpromises'
negative,'USAirways what is wrong with you guys and your inability to get planes in and out of Philly on time Our pilot gave us a answer that was bs'
negative,'USAirways you guys have to be the worst We are flying into Philadelphia and have only two jetways available for an on time planepisspoor'
negative,'USAirways wheres our luggage Been waiting more than an hour Flight 2118'
negative,'USAirways You suck in Philadelphia  Let us off this plane phl'
negative,'USAirways AmericanAir pissing off thousands of East coast customers  When the delay is longer than the flight  you  fail'
negative,'USAirways 2 hours and counting what kind of travel voucher do I get for this'
negative,'USAirways weve been waiting at the gate for 2 hrs why are we now waiting to stow the luggage'
negative,'USAirways Thats 1h 10m waiting to get my bag 1h40m of flight delays plus the 2hrs of delay I had on the way out Never flying you again'
negative,'USAirways stuck in Florida with no flights Service sucks here nofood nodrinks nohelp'
negative,'USAirways  why cant the gate agent on flight 759 provide an update Seriously this is ridiculous how long people have been waiting'
negative,'USAirways your IVR hung up on me because of high call volume I need help Call me'
negative,'USAirways A tweeted apology is not enough for delay fiasco NONE for insult from gate agent is worse Except for Mark N all bad at CLT'
negative,'USAirways pilot for flight 729 didnt show until after departure  amp'
negative,'USAirways AmericanAir According to your costumer support your website is holding my money hostage and you cant do anything about it'
negative,'USAirways any way to tell our gate we are going Stuck on tarmack intl flt FLT 878 going to ELM Gate F6'
negative,'USAirways sucks Delayed my moms flight 2X Cancelled Flightled it delayed her flight again todayall for mech issuesShe had 2 sleep in airport'
negative,'USAirways AmericanAir Sitting at the gate on Flight 719 for an hour due to computers being down What backup plan is in place for this'
negative,'USAirways was Cancelled Flightled and now I need to locate my baggage'
negative,'USAirways I need help locating my bag I arrived in Denver last night at midnight from charlotte but my  8am flight to Haydensteamboat'
negative,'USAirways what is going on with the computers Why is my flight grounded Why does your airline suck so much UnansweredQuestions'
negative,'USAirways AmericanAir 2hrs Late Flightr finally taking off'
negative,'USAirways holding your passengers hostage during your computer crash is not customer friendly let us off the plane or get us moving'
negative,'USAirways Flt 4609 landed over half an hour ago Not a single bag yet on the baggage claim Hate you so much right now'
negative,'USAirways AmericanAir will one of you please answer the phone'
negative,'USAirways stuck at the gate in Charlotte NC waiting for release papers and a fix for a broken computer system'
negative,'USAirways Sitting at the gate on Flight 719 for an hour due to Sabre being down What backup plan is in place if Sabre cannot be fixed'
negative,'USAirways not Cancelled Flightling 837 because you dont want to put us in a hotel for night is our guess'
negative,'USAirways really 8 hr delay in Virgin Island and not even a food voucher'
negative,'usairways the Worst Ever dca customerservice'
negative,'USAirways 2nd February in a row stranded us when we try to return from Cancun No contact info no way to rebook badcustomerservice'
negative,'USAirways printer problems causing us to sit on the runway for 45 mins Get it together'
negative,'USAirways nothing like back to back delayed flights let hope this one isnt 12 hours like the last time'
negative,'USAirways can you please help me find my luggage since youre the one who lost it Your customer service SUCKS'
negative,'USAirways AuroraBIZ check your bag PHLAirport bag handlers broke into my suitcase and stole my camera bag was returned in a trash bag'
negative,'usairways 2 people working the counter at dca Massive lines Poorly played winterstorm'
negative,'USAirways who do I contact about my awful experience I had 21515 with USAirways Flight 713 BUFCLT'
negative,'USAirways after a crappy flight due to delays and rude staff members Im happy to report after paying 25 to check my luggage its ruined'
negative,'USAirways always letting me down '
positive,'USAirways please keep Emily at you gso airport ticketing on staff she is amazing'
negative,'usairways I dont understand why I cant get my missing miles I was on the flight it was in my Dividend Miles Account help'
negative,'USAirways cant seem to find the pilots for our 6pm flight never seen anything like it before drunkpilots httptcoZira2z3UDc'
negative,'USAirways really No meal vouchers for a 7 hour flight delay out of Virgin Islands'
negative,'USAirways but the automated message says the line is too busy to join the queue stuckintheloop'
negative,'USAirways stuck on the ramp at DCA US Air computer system crashedeverywhere'
negative,'USAirways flight2031 the flight to Hell'
negative,'USAirways Gave up after more than 2 hours on hold Still need that receipt'
negative,'USAirways told me I deserved to be delayed because I booked the last flight and then I hear the only inconvience is missing your flight'
negative,'USAirways flight 2031 worst experience weve ever had on a flight Regretting opening their air miles card hotterandlongerthanhell'
negative,'USAirways hello I never received a confirmation code for my flights though they are confirmedso says the automated reply Any ideas'
negative,'USAirways 5 hours on the phone waiting for a call back to find my luggage shameonyou'
negative,'USAirways  Whats going on at PHLAirport   Ive been sitting at the gate for 45minutes'
negative,'USAirways 799 from AMS to PHL today 3 of 4 flight attendants were downright rude and hostile and made the 8 hour flight even worse'
negative,'USAirways why the hell will you not put us in a hotel when youve stranded us Your message says mechanical issues not weather usairways'
negative,'USAirways Huge system problems at DCAManual check in'
negative,'USAirways epic fail  CLT ystrdy wCancelled Flightled flights No staff no communication amp'
negative,'USAirways i have been tryng to rsrv a flight over the phone over the past 4 days and keep getting an automated message to call back'
negative,'USAirways AmericanAir Just got off Int Flight 799 Your Intentionally rude staff made for a horrible 8hr flight on an unsuitable plane'
negative,'USAirways on plane from BOS to CLT for 60 mins Still at gate Crew says systemwide computers preventing paperwork Any info you can give'
positive,'USAirways provided the best service for me today Thank you so much '
negative,'USAirways Can you guys please give an update  Been sitting on Tarmac on flight 601 yet the website still says its on time'
negative,'USAirways  flight was Cancelled Flightled to Buf today Waited in line for 2 hrs amp'
negative,'USAirways Seriously I should keep trying after seven hours That is your corporate policy usairwaysfail'
negative,'USAirways his name is Rett Cavan he has a gofundme page and is going to take his last breath tonight This airline only cares about money'
negative,'USAirways he is 8 months old and is suffering from a rare form of cancer Your customer service agents had no compassion and I am disgusted'
negative,'USAirways Best part was hearing the attendant give a voucher to person next to me for hotel at BGR Then my guy saying we dont do that'
negative,'USAirways horrible cust service exp at DIA today Wife waited 3 hrs on the plane bf flight 695 was Cancelled Flightled Still waiting for bags'
negative,'USAirways is really good at deferring responsibility'
negative,'USAirways thank you so much for asking us to pay 700 to switch to a different flight so I could spend more time with my dying nephew'
negative,'USAirways AmericanAir GMA could not have had a worse airline experience Rude unhelpful got yelled at JetBlue need your help'
negative,'USAirways please help No bags no way to get through to customer service since 8AM this morning Help'
negative,'USAirways I do but the real  Is why your staff can behave offensively Flight 699 Please look into it Message me if you want particulars'
negative,'usairways AmericanAir LAX connect from term 6 to term 4  55min layover due to delay US755AA2595 Is this realistic Can 2595 be held'
negative,'USAirways I left an item on plane BOSPHL on Friday  Ive called PHL US Airways  amp'
negative,'USAirways What a great way to kick someone when they are down Cancelled Flight a noon flight and rebook me on one two hours south from here tomorrow'
negative,'USAirways thanks for making me check my bag when the space was empty and to the flight attendant for the dirty look httptco9rx5HOmM25'
negative,'USAirways made it to the Bahamas for work but my luggage didnt I know travel happens but is there anyway I can get more helpinfo'
negative,'USAirways 24 hrs Late Flightr still not home Hotel rental car etc with a 5 yr old what happened to customer service is our first priority'
negative,'USAirways Cancelled Flights my flight to NY 3 times then once I make it here they decided for Samp'
negative,'USAirways On hold for gt'
negative,'USAirways Everyone on Flight 669 from LAX to RDU enjoyed waiting an hour amp'
negative,'USAirways usairways Raleigh NC'
negative,'USAirways on hold for 2 hours Can I book using a Take Flight voucher online'
negative,'USAirways when do we get our baggages usaireays 699 LA to RDU httptcovU5lBZXtRX'
negative,'USAirways has the WORST customer service and their flights are always delayed'
negative,'USAirways if you are going to make me wait in the phone for a long time can you at least turn off the ads they are eating away at my soul'
positive,'USAirways despite mechanical issues and many delays followed by a Cancelled Flightlation still getting to Vegas thanks to great gate agents'
negative,'USAirways US Airlines 699 LA to RDU is holding onto baggages for an hour already and everyone is still waiting'
negative,'USAirways weve now learned to never fly with u again Youve lost 16 customers from our group  the hundreds more from our company'
negative,'USAirways spoke with your reps in NH and PA Very poor communications Bags still sitting in Philly TRAIN YOUR STAFF'
negative,'USAirways thanks for the worst customer service on the face of the earth I loved the 5 hrs on hold along w 2 Cancelled Flightled flights'
negative,'USAirways I tried reaching out to you guys Im running out time and patience I just want my flight to be honor and I want a confirmation'
negative,'USAirways and after six hours even the gate agent got fed up and left us all on line in front of an empty desk Stay classy US Air'
negative,'USAirways how do you lose a pilot'
negative,'USAirways the ads on your phone systems when waiting for a rep is the most annoying thing ever especially when waiting for over 10 mins'
negative,'USAirways AmericanAir we are missing our connection due to delay out of LAS What are we supposed to do now'
negative,'USAirways 695 might have been Cancelled Flighted mechanical issue 6 hours Late Flightr 100 people still waiting and Zero information Please send help'
negative,'USAirways 6 hours no agent Should I keep waiting'
negative,'USAirways how hard is it to unload bags in order of arrival 45 mins and counting for flight 699'
negative,'USAirways is it policy to tell customers We cant help you Im sorry but this is unacceptable'
negative,'USAirways thank you for correctly interpreting my last tweet as non sarcastic and delaying my flight again YYZ Terminal 3 dance party'
negative,'USAirways my friends at KPHL were told by your rep if it were me I woulda just gone home this am and tried again tomorrow 12'
positive,'USAirways Ann Marie at LGA is the best ticket agent ever excellentcustomerservice'
negative,'USAirways wasted a day of my vacation after problems with not one but two planes waitinginphilly flight838'
negative,'USAirways its unacceptable the way your agents at the gate treat paying customers'
negative,'USAirways your customer service at CLT is terrible My flight was delayed from JFK for 2 hours  Get to CLT to horrid customer service'
negative,'USAirways  Flight 4454 aircraft at gate but no crew  Will be 2 hours Late Flight to destination Come on'
negative,'USAirways Please can someone contact me regarding my missing bag It has been 3 days Online tracking shows nothing'
negative,'USAirways 3818 delayed blue skies all over whyisusairALWAYSDELAYED'
negative,'USAirways Ill never fly you again due to the emotional amp'
negative,'USAirways where are my bags'
negative,'USAirways thanks to you you have now incurred us approximately 2000 dollars in fees due to a staff members screw up  neveragain'
negative,'usairways BarclaycardUS 1 hr wait so far for customer service yes bad weather but do air traffic controllers answer your phones'
negative,'USAirways you have got to be kidding me  No info on 4565 from DCA to BGR and your phone line tells me to call back Late Flightr'
negative,'USAirways Its pretty ridiculous that at PHX sky harbor you have 4  employees working check in on a SUNDAY afternoon 30 min amp'
negative,'USAirways Really hoping I dont get charged for this flight because they couldnt handle the influx of calls Bummer'
negative,'usairways I have been on hold for over 3 hours  Please help httptcotyXAZtMQ1U'
negative,'USAirways I promise if I can help it I will nvr fly wu again Even if I have 2 pay more  2 fly w sum1 else badcustomerservice'
negative,'USAirways yesterday we were delayed for SIX hours wlil to NO explanation we paid LOTS of  2 fly wu amp'
negative,'USAirways I have nothing but issues when I fly wu whats up wthat travel vacation awful'
negative,'USAirways customer service fail Todays experience will ensure I do my best NEVER to utilize you again'
negative,'USAirways  Ive been on hold 40 mins to Cancelled Flight my reservation for this afternoon Is there another way Web tells me to call'
negative,'USAirways suggest you failures make a HUGE donation to the_USO  Charlotte NC as THEY provided GREAT customer service today unlike you'
negative,'USAirways this is how concerned your gate attendants at C26 are this afternoon nocommunication nocrew httptcohFjYN2vtVj'
negative,'USAirways I need an actual person in customer relations for a refund What  can I call I will dispute this charge on my credit card'
negative,'USAirways this is my 2nd attempt to call US airways dividend miles 52 minutes no help hung up  usairways BS httptcoGiEnNyqN22'
negative,'USAirways ClaudOakeshott dont need this link after getting a person u now say u dont know where bags are Lost on a nonstop phx to jfk'
negative,'USAirways is absolute crap this week'
negative,'USAirways on the phone over an hour waiting for customer service  got wrong fight information cost us 6 hours from trip Frustrating'
negative,'USAirways united each says the other has my luggage On hold almost 35 hrs with USAirways united hung up 3x httptcodr5oCtp1DY'
negative,'USAirways Just Cancelled Flight every flight I have why dont you'
negative,'usairways Is your reservation phone number working Called 10x in the last 3 days and havent gotten through'
negative,'USAirways AmericanAir as a Gold Dividends member why cant I get anyone on phone to handle my Cancelled Flighted American flight tonight  bad '
negative,'USAirways really nigga Ur a fuck boy'
negative,'USAirways I sympathize reweather issues but when times get tough call in more folks Over two hours on hold for 4minute fix FAIL'
negative,'USAirways has failed me all day long should I blame it on AmericanAir '
negative,'USAirways 1 hour and counting on hold  why httptcoclOB5qwMXR'
negative,'USAirways  you Cancelled Flighted amp'
negative,'USAirways now after an hour on the plane and knowing of a maint issue ahead of time they just announced another 30 mins Y r we on plane'
negative,'USAirways according to wtop DCA seems to be recovering nicely from yesterdays snow so why are you Cancelled Flightling flights out there'
negative,'USAirways Cancelled Flightled flight this AM There was avail flight to PHL today u said was sold out I had to buy 2nd ticket u need to refund me'
negative,'USAirways AmericanAir seriously with all the service issues you are having right now this is what you decide to tweet Unbelievable'
negative,'USAirways Flight 4210 been sitting Bradley_Airport gate 27 for 10 min w door open since we arrived Still no jet bridge Can someone help'
positive,'USAirways new FAs from DFW to CLT this morning did a great job Well Done'
negative,'USAirways why have me board a plane knowing there is a maint issue  US5235'
negative,'USAirways waiting all day at ATL since flight this am Cancelled Flightled 1 standby told no seats and group of 15 shows up Late Flight and gets on to PHL'
negative,'USAirways the link doesnt work'
negative,'USAirways spent 15 hours in line trying to get on a flight home tonight only for it to be Cancelled Flightled an hour Late Flightr Not even snowing at DCA'
negative,'USAirways flight 838 now leaving after 6 hour mechanical delay Need lodging voucher and meals tonight in st Thomas who do I see'
negative,'USAirways care to elaborate on why CHA to DCA is Cancelled Flightled this evening'
negative,'USAirways help im falling out of one of your planes'
negative,'USAirways this has been my WORST flying experience with you guys you need to do better'
negative,'USAirways going to miss my connection because my flight home has been delayed and now no gate agent to get us off the planeso frustrated'
negative,'USAirways never flying you guys again your customer service is awful'
negative,'USAirways telling a man theres NO FLIGHTS for the next 10 hrs NO standby NOTHING NO OPTIONS trying to get to sick child FireVan'
negative,'USAirways missing our connection due to delay out of LAS Told not looking good for tmrw either We will be stuck in CLT Help'
negative,'USAirways UR employee named VAN  ticket counter in Philadelphia EXTREMELY RUDE a Father trying to get home to sick kid missed flight'
negative,'USAirways i did and im not stupid ive done web development for 19 yrs the issue now confirmed by your support is YOUR website'
negative,'USAirways and no offers to provide us with a hotel or anything for a flight that is over 19 hours away'
negative,'USAirways now you just hang up on me Im starting to think this is personal'
positive,'USAirways Painless and effortless flight from Indy to PHL Our flight attendant Tory was fantastic Give that lady a raise ASAP'
negative,'USAirways in 140 characters Yea right   Thanks for patronizing'
negative,'USAirways 30 min delay for mechanics to replace rivets 30 mins Late Flightr turns out mechanics had wrong size rivets 35 more mins Pathetic'
negative,'USAirways would love it if you could get my wife home sometime soon  she has been stuck in Orlando and now stuck in philly for too long'
negative,'USAirways Ive been on hold at the reservations desk for 3 hours HELP'
negative,'USAirways your service in Philly is unacceptable Look into better service peace  a 16 yr old shouldnt have a hard time httptcoWDAKTmr7Mj'
negative,'USAirways are there such things as nondelayed flights or na Get your shit together and get me out of here'
negative,'USAirways After todayno reason 4 anyone to not approve merger with AmericanAirother airlines have no reason to fear losing business to U'
negative,'USAirways your customer service in Philly is deplorable rude amp'
negative,'USAirways your mobile app is horrible  Needs a major overhaul'
negative,'USAirways you should get better employees peace '
negative,'USAirways stuck on Tarmac for 30 mins at PHL waiting for someone to load baggageridiculous httptcoBRCsjBxG2s'
negative,'USAirways next time you promise an ontime departure you should stick to it instead of stuffing us in this sweat box with no air'
negative,'USAirways MrRenevendez Ive been trying to contact them for 24 hours already Yesterday I waited 7 hours today 5 httptcogn30p75KqB'
negative,'USAirways Yes there is horrible snow But seriously can you not hire more people to answer the phones Competitor have call back numbers'
negative,'USAirways final count 3 hours 24 minutes on hold to be told I need to log in to US Airways website and there was nothing else to be done'
negative,'USAirways 4 hrs and counting today alone like I dont have other things to accomplish today than to just keep holding'
negative,'USAirways ClaudOakeshott how about a link that works pls Nothing but complete frustration w usair last 12 hrs'
negative,'USAirways quit being cheap and hire some call center employees It shouldnt take half a day to call you'
negative,'usairways Cancelled Flighted and rescheduled said Id have to pay 75 for earlier flight at next gate Today delta proactively offered same for 0'
negative,'USAirways corybronze  INCONVENIENCE Are you people freaking nuts This guy has TWO KIDS WITH HIM and you STRAND him in an airport FAIL'
negative,'USAirways on delayed flight from Phil to stt and looks like well miss the car ferry to at john where our lodging is Help with housing'
negative,'USAirways TheHaileyTate Another blatant lie from USAirways'
negative,'USAirways Round Two of being THE worst airline ever'
negative,'USAirways I have been trying to get through to a representative for 7 hours aboout my Cancelled Flightled flight Have you simply given up'
negative,'USAirways JosephTReis Cant believe advice to call customer service I was on hold for 3 hrs this morning and finally gave up'
negative,'USAirways pretty upset I drove from Philly to MHtT still no info on my bags Whats the deal'
negative,'USAirways luggage and contents destroyed both on outbound trip last weekamp'
negative,'USAirways all these planes sitting here and no one going home usairwaysfail httptcojN3V3k3qGv'
negative,'USAirways JosephTReis Dont bother They dont pick up the phone Worst customer service going'
negative,'USAirways overloads small plane with extra baggage and then Has to take them off Poor execution 4435 75 minute delay'
negative,'USAirways might possibly be THE WORST airline ever I think its time to brush up on customer service sorude'
negative,'USAirways  I am embarrassed for us air and their inability to manage during weather delayshandling of  4435 is an example'
negative,'USAirways are the bags off Flight 1898 CLT to JFK We landed last night just before midnight'
negative,'USAirways not impressed with your customer service everyone has been unhelpful and incredibly rude'
negative,'USAirways 45 minutes and moved two feet in BZE  thumbs down  httptcoAwGjkjIIac'
negative,'USAirways on hold 2 hours 54 minutes Whats going on'
negative,'USAirways NOW theyre not even accepting calls AT ALL Come on'
negative,'USAirways WORST customer service ever'
negative,'USAirways Three hour delay from Miami to London  None of the other flights today are delayed Put me on another flight'
negative,'USAirways there is no extreme weather in Miami Pick up the phone Hire more people'
negative,'USAirways over 2 hours and 14 minutes on hold and counting Thanks for the help customerservice brutal httptcoVsKXyAmnom'
negative,'USAirways Uh yeah Flight boarded amp'
negative,'USAirways can you get me home to Syracuse After 6 Cancelled Flightled flights one re routing three of us are sitting in Charlotte'
negative,'USAirways British_Airways three hour flight delay On the phone for 45min and counting'
negative,'USAirways just informed of three hour delay Pick up the phone and get me on another flight'
negative,'USAirways if I try and call your reservations line will someone answer the phone now or will I be on hold for an hour again'
negative,'USAirways Your customer service line keeps telling me call back Late Flightr and disconnects How can I talk to someone about my flight'
negative,'USAirways I tried calling for yet another delayed flight and was told the phone line couldnt handle the volume and was hung up on Twice'
negative,'USAirways I know youre dealing with the weather but PHLAirport is a hot mess Pls send reinforcements'
negative,'usairways 2 hr wait amp'
positive,'USAirways Thanks to the friendly US Airways staff that helped me get booked on various flights to get home today  Almost there'
negative,'USAirways flight 1735 sitting fully loaded for over an hour Air conditioning barely working '
negative,'usairways on hold for TWO HOURS now pick up the PHONEEEEE'
negative,'usairways 3rd time cut off after 10 minutes on hold with Chairmans desk Wth how are we supposed to rebook Cancelled Flightled flights'
negative,'USAirways  wheres my bag  In line 200 deep at DCA Agents say call 800   800 says talk to agents Abysmal customer service'
negative,'USAirways why now just announce delay of 4478 from PVD when you knew captain was already on delayed flight coming in Frustrating'
negative,'USAirways any updates on Flt 1848 here at the gate and they have no expected time of departure'
negative,'USAirways was on hold for four hours never got connected Came to the airport and your rep essentially told me and everyone else to screw'
negative,'USAirways Cancelled Flightled my flight then put me on a flight the next dayI need help from somebody other than a robot PLEASE Much appreciated'
negative,'USAirways Been on hold 25 hours now System hung up on me twice after an hour holding   Trying 2 correct online Flight Booking Problems error unhappy'
negative,'USAirways No one answers your reservation phone line I need to book travel with a  companion certificate How do I get through'
negative,'USAirways You suck  Do you even know the meaning of contingency plan'
negative,'USAirways now in a black hole of your phone system'
negative,'USAirways using all of my monthly minute on hold with you assholes'
negative,'USAirways if you mean by posted no USAir empl to direct anyone 800 not accepting calls no contact from USAir re rebook greatjob'
negative,'USAirways 3rd connecting flight delayed but still cannot make it amp'
positive,'USAirways I finally spoke to a person Despite the mind boggling wait time the rep was very pleasant and very helpful Kudos to her'
negative,'USAirways worse experience Clt to DC Oversold by 20 lost CARRY ON luggageCancelled Flightled connecting flight to NYC flydelta'
negative,'USAirways color me confused but why would i need to call and do this Update your procedures and policies You can see who is connecting'
negative,'USAirways I packed a carry on for a reason Thanks for making me check it I hoped for better customer service in CLE also nothappy'
negative,'USAirways your service sucks'
negative,'USAirways Past tense re help No more Its been even more miserable than usual at CLT'
negative,'USAirways first flight Cancelled Flightled connecting flight delayed so will completely miss next connection no response on hold 2 hrs HELP me'
negative,'USAirways now you dont know where my luggage is  Seriously'
negative,'USAirways I waited customer service 32 minutes on the phone wo response Had to hung up in the end since my battery died due to waiting'
negative,'USAirways F623 DENPHX impressive lack of concern by 1hr Late Flight flight attndt wrecking havoc on customer travel smugsmirk norush'
negative,'USAirways was on the phone for over an hour waiting without an answer '
negative,'USAirways I got rebooked at 3am after they woke me up just tried to call twice and got hung up on Worst customer service'
negative,'USAirways ALfamilyoffour maybe if there was anyone answering the phone they would Please call back Late FlightrFor 18 hours Not good enough'
negative,'USAirways this is the worst customer service I have ever had Rebooked to tues but seat available on mon Wtf Contact me'
negative,'USAirways 2 hours And just got disconnected'
negative,'USAirways I have been calling for 3 days'
negative,'USAirways between 3 of us it is costing over 1000 to get home TODAY for no reason Where do I send my receipts to be reimbursed'
negative,'USAirways F623 DENPHX Serious display of poor customer service exhibited by flight crew today   newamericanairline cheapslogannotmotto'
negative,'USAirways Thanks for Cancelled Flighting my flight tomorrow and not reFlight Booking Problems me on another one usairwaysfail'
negative,'USAirways any chance u can help our family rebook their flight that was Cancelled Flightled 4487'
negative,'USAirways flight 623 den to phx flight attdt decides to stay downtown and be an hour Late Flight so entire flight delayed she better get fired'
negative,'USAirways how aggravating zone 5 boarded overhead empty but forcing bag check Better not loose bag again flt1727 httptcow3XS6TVpZg'
negative,'USAirways 40 minutes in baggage claim and no sign of luggage from our flight UsAirways your incompetence is overwhelming'
negative,'USAirways msscottwg  Thats unusual means we screwed up but will never admit to it  GoingForGreatnessFAIL'
negative,'USAirways horrible customer service flying from Miami to Philadelphia sent to Charlotte now cant get out of Charlotte'
negative,'USAirways have had a medical issue Late Flight yesterday and need to change my flight today been on hold for an hour and still not through'
positive,'USAirways Mellani B and whole team in Columbia SC are absolute superstars Incredibly helpful'
negative,'USAirways nburnside26  U hate delays too  But u have her  amp'
negative,'USAirways AmericanAir my friends are stranded at KPHL and the representatives there wont even give them food vouchersany help please'
negative,'USAirways how is it possible that you dont have a call back service An automated message telling us to call back Late Flightr is so unhelpful'
negative,'USAirways Sb5551 Um WE knew this storm was coming  Is why didnt USeless Air  Staff accordingly u idiots'
negative,'USAirways you cant control the weather but you can control customer service Without luggage for 24 hours amp'
negative,'USAirways Collectively since Friday Ive been on hold with customer service for over 3 hrs My issue is not resolved so frustrated'
negative,'USAirways The automated message isnt helpful and its impossible to speak with a human right now Desperately need our luggage '
positive,'USAirways On reaccommodation number Lisa Liza in Raleigh was very helpful'
negative,'USAirways Expedia 7 Hours for my friend to rebook his trip to Korea after USAirways Cancelled Flightled a connecting flight to Chicago  IDIOTIC'
negative,'USAirways your customer service is atrocious'
negative,'USAirways my option is to use twitter Most of the people working for u have no clue what they do they tell you to go to A4 but its b16'
negative,'USAirways what is the expected wait time to speak to someone via 800 number'
negative,'USAirways My family friends and colleagues will NEVER  fly USAir again Bad weather happens The good airlines seem to communicate better'
negative,'USAirways Now going on 26 minutes on hold'
negative,'USAirways u guys suck'
negative,'USAirways you keep suggesting people call 8004284322 but we just end up on hold for hours You seriously dont have a better method'
negative,'USAirways your customer service is a joke First a mechanical Cancelled Flightation now weather On hold since 530 am No humans Pls call me'
negative,'USAirways 100 feet from the gate at PHL but no ground crew You cant make this up'
negative,'USAirways why did you Cancelled Flight flight 1773 to phl while delta flew a flight at the same time on time you Cancelled Flighted for no reason'
negative,'USAirways agent wont hold for connection arriving Late Flight 7 min before departure time but 3 min too Late Flight Flt 1903 gate c19 Disappointed'
negative,'USAirways I cant wait for the nytimes and WSJ to find out how poorly USAirways handled this situation shameful httptcoHHOxQPsUbA'
negative,'USAirways Hmmm Did the flight even really exist or did they just create it last night to get people off their backs usairsucks'
negative,'USAirways And the lies continue Just waited another hr to get boarding passes for flight supposedly created today which is now Cancelled Flightled'
negative,'USAirways been on hold 2 hours for a Cancelled Flighted flight I understand the delay I dont understand you autoreFlight Booking Problems me on TUESDAY HELP'
negative,'USAirways nanceebing 4 hour hold times at the momentand counting disgrace'
negative,'USAirways flight 3739 leaving CVG Gate agent had no computer and counted passengers on paper I feel safe'
negative,'USAirways big problem Fll to clt then got off on clt but my fly to gso is Cancelled Flightled had to rent a car to get to my pops funeral'
negative,'USAirways  on hold 45 minutes trying to rebook Cancelled Flightled flight Really'
negative,'USAirways flight today Cancelled Flighted  in phl dozens of other flights still going On hold for 3hrs I need to get to my job interview'
negative,'USAirways my brother BRizzyberg27 missed his flight traveling home for a funeral and cant get through to the call center can you help'
negative,'usairways  my flight has been Cancelled Flightled On hold for 2 hrs to reschedule Need help now  Taking way too long httptcoNeHnsDCkTY'
negative,'USAirways waiting for you to figure it out This is unacceptable'
negative,'USAirways Flight Cancelled Flightled due to weather conditions in arrival city UhI dont think so'
negative,'USAirways the plane i am on is having mechanical issues Why cant i get off and get on a new flight Now i have missed my connecting flight'
negative,'USAirways Good grief Flight Cancelled Flightled Been on hold since 0400'
